transaction_id,amount_aud,hour_of_day,chargeback_history,failed_attempts_24h,velocity_score,new_payment_method,is_cross_border,is_round_amount,fraud_type,is_fraud
c97159ae-ba3d-4b43-a84f-32a81887f146,231.89,13,0,1,0.105,0,0,0,none,0
3158e366-b841-4e3c-a3d2-de7591d593d2,146.26,12,0,1,0.215,0,0,0,none,0
4bbf6cd2-cb6b-4971-9623-065072d492c0,103.14,13,0,0,0.266,0,0,1,none,0
a85cb62f-a3cd-493e-bfc0-fc4db43d816f,12.64,12,0,1,0.238,0,0,0,none,0
c4fec4a9-75ef-496a-b8b6-5554af8e902d,112.22,7,0,1,0.075,0,0,1,none,0
a8175976-5902-417c-afab-d164631bf6ec,36.11,7,0,0,0.243,0,1,0,none,0
1c22b5ad-bddd-4e11-8ba8-ec4d4bf57809,109.32,20,0,1,0.289,0,0,0,none,0
249a755a-b87d-489e-920b-14b070679a9e,32.41,16,0,0,0.242,0,0,0,none,0
4e4f8d0e-d661-45d5-b2a2-22aa494c144b,222.54,21,0,1,0.206,0,1,0,none,0
d7ccc3db-72f4-4132-ad71-9dd3a08cadf4,371.88,11,0,1,0.043,0,0,0,none,0
575ba2b5-131d-4f97-99fd-68b4650494af,269.1,9,0,0,0.174,0,0,0,none,0
0c6b6233-2a3b-4007-a159-bf9420a97300,137.78,18,0,1,0.274,0,0,1,none,0
ddc05d87-2c8b-44b4-8fb0-37cb8e7685ef,34.99,21,0,0,0.114,0,0,0,none,0
ad52e9e3-7a16-45cd-9ca4-901495eec953,36.42,11,0,0,0.188,0,0,0,none,0
a1399855-5494-48fe-ade5-b8fc8d7bb149,296.04,15,0,1,0.205,0,1,0,none,0
931c8a60-c3ee-4dbd-ab00-c97f0e8824cf,165.64,22,0,0,0.28,0,0,0,none,0
80fbde26-edbf-4bae-8fb0-5faa947ef471,253.03,22,0,0,0.062,0,0,0,none,0
4eb927dc-dda8-4fd5-8b0b-5efd6dd9c142,27.94,15,0,0,0.12,0,0,0,none,0
17c12338-5959-4b64-b9b8-65985912dd7d,219.25,14,0,0,0.064,0,0,0,none,0
15c97db6-a328-4cd2-935f-de81852fde9b,327.39,7,0,1,0.058,0,0,0,none,0
5c69cc2d-5134-42e8-ac68-2b90c8aa53d8,90.81,7,0,0,0.236,0,1,1,none,0
3e6897c2-877a-4e85-a45d-3903da73bb3c,1866.95,0,4,10,0.864,1,1,1,money_laundering,1
710bcf1a-f98e-4e89-8931-92d29b0e6c3c,2475.53,5,3,4,0.921,1,1,0,unusual_amount,1
a64d3fb9-2700-4935-9ed8-63cd0f9e1472,41.99,10,0,0,0.147,0,0,0,none,0
6db9cb6b-6f68-461a-91d4-6f999c617097,258.49,22,0,0,0.125,0,1,0,none,0
f4c83d80-0618-4697-a427-bcc38c56a529,93.29,20,0,1,0.171,0,0,1,none,0
8f132fd4-52ae-4325-8a44-e09679bdb8d9,397.39,8,0,0,0.238,0,0,0,none,0
105a42af-875f-48d2-945d-35a1e474c5fd,52.31,17,0,0,0.234,0,0,0,none,0
1991055b-a0fa-4ba0-8434-6fb7b2af7d2c,261.17,20,0,1,0.208,0,0,0,none,0
4804c704-e084-410f-b699-2fda4878fc1e,329.44,19,0,0,0.08,0,0,0,none,0
feb39784-f099-49fc-8fa5-de96bf487b2b,67.19,17,0,0,0.128,0,0,0,none,0
27e1d02e-d986-429f-a1c7-9b6b3f8b0003,208.21,22,0,1,0.192,0,0,0,none,0
95935237-ccd5-4596-8722-48ae2fab028d,389.27,8,0,0,0.046,0,0,0,none,0
3df04c6c-9b5b-4b97-82c5-90aeaaee6788,3205.37,3,2,2,0.961,0,1,0,money_laundering,1
e66987b3-77ed-4fe5-b5a4-b04589ba0e5a,156.77,16,0,1,0.173,0,0,0,none,0
9cd3ff73-108b-4b7d-bd38-aa24428cf579,150.32,20,0,0,0.242,0,1,0,none,0
8f89a382-c1e0-4a03-98f7-5b60a5fc6eaa,306.93,8,0,1,0.157,0,0,0,none,0
c2fbdf23-2053-4a42-b0c0-7c11a0c04ace,93.59,22,0,1,0.298,0,0,0,none,0
c1d76142-434c-43e6-85a5-e2519d9b9070,338.49,14,0,0,0.251,1,0,0,none,0
a33cbef9-3fb8-4fe7-b98a-084c9ec9ea41,342.02,13,0,0,0.056,0,0,0,none,0
9168fe9a-bd83-43cc-93fc-34f6b946a15f,395.17,11,0,0,0.238,0,0,1,none,0
2ce0ba2d-78a6-47bb-945d-4b2db4146bc9,254.17,15,0,0,0.057,0,0,0,none,0
5230c7d0-1179-40ab-8cc6-42ea9ee34e94,204.99,22,0,0,0.156,0,0,0,none,0
a62f9667-329b-48c8-a3f3-ec962a8139be,122.58,13,0,1,0.127,0,0,1,none,0
fd71e40c-9ae0-42f9-8aff-2808ea12fdf1,1982.77,23,5,6,0.794,1,1,0,unusual_amount,1
1e5cf523-6b4a-4274-8af4-f1ecb6b23557,365.74,17,0,0,0.246,0,0,1,none,0
eb8c61d4-584a-4c58-8624-617f41455aa2,297.42,10,0,1,0.073,0,1,0,none,0
942ef32f-1f93-4e45-b935-0c9250b5a812,2938.41,1,3,2,0.717,0,1,0,stolen_card,1
c74ee641-fab3-4024-aa35-73b40e3251a4,124.85,22,0,1,0.05,0,0,0,none,0
9cd788ae-e546-455a-b5a1-6c53e8f81975,189.52,22,0,1,0.153,0,0,0,none,0
f391e896-88d4-4cea-99ae-eb9594bac16a,268.38,20,0,1,0.114,0,0,0,none,0
390c4b25-e4ae-4b2e-9a2b-40b78fe1ab28,230.04,21,0,1,0.186,0,0,0,none,0
f61d2f31-1d30-4b29-8b22-68b05302de7a,156.79,10,0,1,0.059,0,0,0,none,0
16800228-a1cf-43e1-96f1-f4f08bf40367,1062.44,0,2,10,0.858,1,1,1,stolen_card,1
fa27b09b-b0d4-4e57-9f1f-9b685fb2dc76,45.81,21,0,0,0.273,1,0,0,none,0
b383d12b-bd85-4c6c-a178-2f1c0583fb68,16.23,15,0,1,0.107,0,0,0,none,0
13b0b248-a931-4ed8-b90c-f42a92dba4e1,331.48,9,0,0,0.181,0,1,0,none,0
cd38da74-3d3f-488b-bb31-c861bdeee1f4,169.26,16,0,0,0.185,0,0,0,none,0
2c93b524-d21b-4988-922e-a9643fa7ac20,167.48,12,0,1,0.136,0,0,0,none,0
e262a895-b6d9-454a-9c1a-b5ffffd92054,24.66,7,0,0,0.019,0,0,1,none,0
0a9adaca-989e-44e6-b008-885b1edc7bcb,219.22,15,0,1,0.077,0,1,0,none,0
54b9cc3b-9b39-48c5-bc3f-d446d632d632,329.38,11,0,0,0.271,0,0,1,none,0
55737fde-b6c9-4ba0-8738-c49295cca066,249.01,14,0,1,0.148,0,0,0,none,0
666bbe0c-4464-4561-8a4d-1afca3e2765c,187.12,20,0,0,0.258,0,0,0,none,0
849cf3db-1408-40ef-96b5-fc74ae0ef521,21.29,21,0,1,0.045,0,0,0,none,0
8062102f-45c7-42b4-8c4b-618d984dd5a7,1627.89,1,2,4,0.863,1,0,1,unusual_amount,1
3708b4a5-d5a5-4dd8-acf3-bff1ac0da1db,48.26,7,0,1,0.014,0,0,0,none,0
89dd8cb5-a31b-48be-a553-8e29306f8c0f,12.74,12,0,0,0.024,0,0,1,none,0
3b832e07-6f9d-4951-aa21-abac3535e688,365.98,9,0,0,0.207,1,0,0,none,0
2693055c-5a23-47c6-8f4d-090c5666a4e1,156.94,10,0,0,0.112,1,0,0,none,0
6925cbac-31c9-441f-b152-8861359e695e,209.45,13,0,1,0.153,0,0,0,none,0
1523c44b-a812-4980-92da-1eab7145f09e,4899.93,3,2,2,0.961,1,1,1,stolen_card,1
8ad2afeb-d3e1-4642-927c-4b0757afc2f3,4942.0,2,3,6,0.98,1,0,1,money_laundering,1
1fa2211f-5422-4a04-ac6c-3e80740ac83b,90.19,12,0,0,0.237,0,0,0,none,0
921af3be-270e-4177-956a-201dcd1da7ab,192.73,20,0,1,0.159,0,0,0,none,0
95d61632-3857-4099-8afc-2ca660746e33,168.29,19,0,1,0.164,0,0,0,none,0
cbae90f0-327f-4ea6-8b21-17002db4f310,347.96,15,0,1,0.25,1,0,1,none,0
72740b9b-33f9-4ed8-a166-b17e8cc76529,60.12,11,0,0,0.259,0,0,0,none,0
2db76681-c922-4a83-a182-86c47bf2ee7a,247.24,13,0,1,0.27,0,0,0,none,0
400154e1-818e-4d38-bb24-a8c6640a9eb8,290.52,14,0,1,0.282,0,0,0,none,0
6dda15b5-ad33-41a9-8a7b-1783329a9c97,348.1,20,0,0,0.11,0,0,0,none,0
703f6b4c-ecc7-4716-b0a2-d1a8e87c55da,267.12,8,0,1,0.299,0,0,1,none,0
abe0160d-13c2-4ddc-80d2-5ac953d514c8,360.69,18,0,0,0.118,1,0,1,none,0
1f0b78e5-5ef8-4e9d-a64c-e40c60c1d946,234.82,10,0,0,0.0,1,0,0,none,0
014c23fe-a191-4c87-a3c8-6ba922d32da2,4099.8,0,5,4,0.716,1,1,0,stolen_card,1
0a558587-e305-4e61-92ab-d60d1faf6324,354.95,20,0,1,0.137,0,0,0,none,0
c19794bb-2d8f-430b-9156-f215a0852835,330.85,9,0,1,0.021,0,0,0,none,0
b7c5d3e4-8ba4-4ef2-bef0-e7a3abf83cf0,122.93,11,0,1,0.278,0,0,0,none,0
29adee9e-9d6f-4bc6-8f8d-d7f3fb48c0ca,261.1,12,0,0,0.07,1,0,0,none,0
82b61e50-d19e-491c-935a-590da0018024,286.46,20,0,1,0.135,0,0,0,none,0
e7d29f66-8272-4217-a3d1-feccfbbf5ee4,284.07,18,0,1,0.285,0,0,1,none,0
cf3b872e-9739-43ef-9f34-e4e4507e0d80,34.59,14,0,0,0.178,0,1,0,none,0
e3a28e7b-2789-4957-9144-d543a4da1325,388.45,16,0,1,0.019,0,0,0,none,0
dcd3d76f-04da-4bbf-b89e-49763f5a1514,268.28,13,0,1,0.289,0,0,0,none,0
e41a549c-2a3b-47e1-bba6-f01c4136aa4c,105.27,15,0,1,0.135,0,0,0,none,0
2ebd532c-3f01-4880-a276-77c6c26e1e8c,395.07,15,0,0,0.03,0,0,1,none,0
ed84256b-32be-4415-8656-dd9e1024a36b,23.64,13,0,0,0.264,0,0,0,none,0
506bad8d-611d-4c8b-9952-f9520ced141b,185.82,13,0,0,0.216,0,0,0,none,0
52684be5-c1fe-498c-b102-b65c22283aa4,2318.75,4,1,9,0.758,1,1,0,chargeback_fraud,1
30e4c862-e2d1-490e-aead-2c095943b364,788.75,1,1,2,0.813,1,0,0,chargeback_fraud,1
ad26063f-11c6-40ef-b0dd-f9b2c3830c16,105.43,14,0,0,0.131,0,0,0,none,0
3c454f93-3957-4790-81f6-d777582d75ff,2264.12,23,1,2,0.912,1,1,1,chargeback_fraud,1
895eff3b-2023-4bc8-ac38-e1c95d061453,1053.14,2,3,10,0.848,1,1,1,chargeback_fraud,1
76717748-5f8f-4042-b1d5-0eb27cddc432,102.32,17,0,1,0.112,0,0,0,none,0
eae351d3-f6bb-4333-9bc6-2e1ea2fea051,369.71,15,0,0,0.217,0,0,1,none,0
7cf588e2-f39c-4ef8-ad70-9edcbe52fe6f,242.61,14,0,0,0.211,1,0,0,none,0
b73dec3f-910c-42db-a96b-fff67f51c968,265.8,19,0,0,0.109,0,1,0,none,0
c45925a6-e572-4836-8b57-193e5ef8c8e8,390.47,16,0,0,0.1,0,0,0,none,0
8471548a-2776-4358-a8fd-e1d3092c5ace,123.46,9,0,0,0.032,0,0,0,none,0
5dfef35b-78f7-47b9-82ed-e0fa4f7dac16,121.21,8,0,0,0.257,0,0,1,none,0
5cb5c340-6d96-4533-a168-d0ef5a889345,57.83,13,0,1,0.208,0,0,1,none,0
a32189c9-7c48-4795-bb63-e5a548c1678a,344.25,10,0,1,0.106,0,0,0,none,0
8f36820e-31a0-466a-b689-0c67a8a348ad,133.85,21,0,0,0.045,0,0,1,none,0
90f8e225-b17d-4b7c-aece-db6f42f0a755,137.9,12,0,1,0.093,0,0,0,none,0
a2383016-dea1-4408-b5b7-96855f979825,47.84,10,0,1,0.105,0,0,0,none,0
9d75711a-6679-4b5c-b480-8e217d795719,359.41,20,0,0,0.205,1,0,0,none,0
ee0ce534-e275-4d3c-987c-3ec1fcb35fd5,250.43,16,0,0,0.195,0,1,0,none,0
67d4bb92-92c8-443c-8f47-d5ebe3efe045,326.37,10,0,1,0.172,0,0,0,none,0
5bc4040a-b000-4f2f-935c-c52197fbb697,105.72,22,0,0,0.122,0,0,0,none,0
97bab94a-5958-4f57-b131-4ec20c605196,314.87,17,0,1,0.231,0,0,1,none,0
5660c619-c357-4490-bf4a-7bd1f8fe5820,339.02,12,0,0,0.292,0,0,0,none,0
23477680-fe4b-442b-93ac-f2dd2faff157,134.53,16,0,1,0.213,0,0,0,none,0
ba8889c4-a6a6-49db-8ee4-087dd6a011e5,263.74,18,0,1,0.289,0,0,0,none,0
3cdb1cb7-e610-4dbc-a029-8c694b7527de,210.92,22,0,1,0.036,0,0,0,none,0
4c108a97-7292-4c29-a5ca-8baa9567d96b,3734.42,23,3,7,0.743,1,1,1,chargeback_fraud,1
bbe9d112-bccc-42e2-b390-346217464f1a,203.81,7,0,0,0.216,1,0,0,none,0
00dd2776-0fcb-4f83-9634-f10541f5c502,106.07,15,0,1,0.056,0,0,0,none,0
4cbca8ad-764a-4d90-b107-26abf0a8ebc4,24.67,7,0,0,0.26,1,0,0,none,0
64fc2420-63ff-414a-ac98-417313edb1dd,149.78,15,0,0,0.168,1,0,0,none,0
b6229efc-9da6-4bce-804f-df981da9a9da,380.92,9,0,1,0.199,0,0,0,none,0
1f40b3a9-80e3-4088-be7c-d412ede1f941,265.17,22,0,0,0.018,0,0,0,none,0
80a326a9-b24d-45f1-a8dd-7fbf04fdc304,2609.69,4,4,7,0.953,1,1,0,unusual_amount,1
afaa813c-a8f0-405d-aa45-aae56920c7b1,19.89,21,0,1,0.271,0,0,1,none,0
1d99d598-60bc-4fe9-9511-b146106ae82a,349.98,22,0,1,0.173,0,0,0,none,0
05ce4dc0-c95c-4f3a-8f85-61b463a5d40f,2091.87,0,4,6,0.763,1,0,1,chargeback_fraud,1
dbba65fd-2683-424e-b60d-d9e80658ecfe,376.12,10,0,0,0.018,1,0,0,none,0
a2c07b31-7a71-4994-831c-17f0b8ae9f65,321.79,8,0,0,0.118,0,0,0,none,0
f8c49e94-a0bc-40f7-ae1b-9d3dd3505a18,371.32,11,0,1,0.045,0,0,0,none,0
2f92e06d-0bc8-4069-ba74-0586dbc40679,298.41,10,0,0,0.272,0,0,0,none,0
af2bda58-1bf8-4441-b04a-d38010d347ae,102.73,21,0,1,0.072,0,0,0,none,0
8bf3ec12-95d5-45d7-bf8c-059f79fce9af,81.17,17,0,1,0.175,0,0,0,none,0
e307d439-fc3e-4c79-a61a-2b7e15f25044,171.22,18,0,0,0.161,0,1,0,none,0
03a2ea7f-16e3-45b1-b654-e4f3e05d4686,137.89,19,0,1,0.193,0,0,0,none,0
edf4e097-e62f-4d69-9457-4f399fc1ebc6,1424.98,3,1,3,0.88,1,0,1,unusual_amount,1
c84d629e-0bd4-44c8-af19-f1d7c48e5ee6,339.91,12,0,0,0.019,0,0,0,none,0
92bb24ac-6f4d-4b0b-b870-96a9afc121b0,80.97,16,0,0,0.094,0,0,0,none,0
23cf2311-ce97-41d8-96e8-27bc518cf394,192.4,12,0,0,0.155,0,0,1,none,0
a17535d5-4cce-4a4e-9612-f157ff19acd7,177.46,7,0,0,0.082,0,0,0,none,0
9303e2c6-f965-42ad-8821-7f722845ebfa,357.06,11,0,1,0.208,0,0,0,none,0
5693e9fc-9588-4e2c-8099-ea07c9731913,222.65,17,0,0,0.194,1,0,1,none,0
f4b147ad-51fc-4c30-a5a1-9d461531b904,265.87,18,0,1,0.253,0,0,0,none,0
0935aa10-dfcc-4f8f-a3b9-49c3f298e269,216.55,8,0,1,0.097,1,0,0,none,0
5e72135b-c690-46f9-9126-72c5fba4722e,1497.68,2,4,5,0.874,0,1,1,stolen_card,1
20c9515a-3976-42c1-9a76-74c58112bcf6,90.26,15,0,0,0.209,0,0,0,none,0
60a1810d-c6a3-4ee9-acaa-5c60181b0ee2,148.26,17,0,0,0.208,0,0,0,none,0
162beb67-ed86-4f7b-9812-8d6d6ca6eb09,209.73,22,0,1,0.086,0,0,0,none,0
8b342c2d-4107-4c85-81ab-bc1baf947d07,376.62,12,0,1,0.164,0,0,1,none,0
d76605a0-d59b-4a06-941a-1d0469bbbb40,335.38,9,0,1,0.004,0,0,0,none,0
a7c7142f-aa14-421c-8516-dd16c9b08942,27.05,16,0,1,0.284,0,0,0,none,0
ab9aafc5-b07f-419d-a122-105250f701cb,2232.38,23,4,7,0.78,1,1,1,stolen_card,1
6ca1a4bd-2897-4d14-9c55-dcbf835e530a,341.42,20,0,1,0.222,1,0,0,none,0
ee1f1d6a-c73d-44d6-84f0-0924a040e5ab,626.67,2,4,6,0.997,1,1,1,unusual_amount,1
652f705f-df30-40e0-9b22-977a2c023f2f,181.27,9,0,1,0.013,0,0,0,none,0
893db919-a8e4-4913-9d85-ec089057d9b2,328.52,19,0,0,0.035,0,0,0,none,0
1a01251c-d8ba-451d-8696-3bfdf7dd53ca,308.98,7,0,0,0.128,0,0,1,none,0
05bbf9a1-fcef-4033-a522-16ca7bb9c33f,331.51,21,0,1,0.174,0,0,0,none,0
93420f50-33a3-41b6-9a12-ffc5e45c5f5c,255.7,18,0,1,0.167,0,0,1,none,0
8c3d8dfa-cee1-4e37-b0ce-a63b40cc7139,354.9,12,0,0,0.29,0,0,0,none,0
f2a222ba-f650-45b3-bbb7-4d09056b3448,48.33,21,0,0,0.08,0,0,0,none,0
ba5302ae-73fd-4e2b-8c64-573ae7e715d0,191.86,8,0,1,0.091,0,0,0,none,0
e8001bfd-7c17-40bf-a2f4-a4fb9e229fda,94.46,15,0,1,0.055,0,0,1,none,0
3aa63138-c8a7-4086-8dca-82249091d8a1,177.5,20,0,1,0.217,0,0,0,none,0
714f7e47-8b20-452f-b88f-aabae06625d9,239.37,10,0,1,0.296,0,0,0,none,0
df10a9c6-d9d4-4453-8ba6-a9a850f21637,92.08,16,0,0,0.249,1,1,0,none,0
f8fb743e-5050-4375-9316-9f842133769b,332.15,21,0,0,0.05,0,0,1,none,0
7cc97c8b-6823-4386-80e7-6b667104eb5d,337.78,7,0,1,0.202,0,1,0,none,0
ada9fe1e-698d-4cae-86bd-ba90aa58b8eb,4117.8,1,2,4,0.926,0,0,0,unusual_amount,1
9cf677aa-8ad5-4257-be55-4aa6e9bbce1e,825.49,5,2,9,0.796,1,1,0,unusual_amount,1
10022d4f-cb68-4d02-8915-a02a1ac0f43b,207.32,7,0,0,0.059,0,1,0,none,0
812e322d-824d-4891-a87c-81791bb01540,107.18,14,0,1,0.281,0,0,0,none,0
6009d021-8b50-4b5f-8a90-7b0e1bed5e01,217.39,15,0,0,0.06,0,0,0,none,0
ae259433-9677-420b-99c4-aa74eccd0025,343.36,18,0,1,0.168,0,0,0,none,0
6e58256f-5fac-46b5-9a30-07e6c5341c57,122.06,17,0,1,0.135,1,0,1,none,0
0278d014-932c-43c6-9e30-d7c0fcf5fda5,531.48,1,3,8,0.74,1,1,1,unusual_amount,1
f4dd901e-66e7-43bf-ac8e-c8a48947ca57,92.39,7,0,0,0.003,0,0,0,none,0
a8b0ff60-3198-40f6-9552-b1a917415c75,394.71,14,0,0,0.113,0,0,0,none,0
c836a554-1f44-41dc-8a65-716e363d45fc,228.23,21,0,1,0.14,0,0,0,none,0
3bc18651-c481-42c4-bcfc-667e92193c32,131.32,14,0,0,0.192,0,0,1,none,0
f0432b64-402b-4d47-8f22-24a32cda7853,143.23,18,0,0,0.047,0,0,0,none,0
9aa5561f-9582-4261-b600-bf76aa8a69d7,113.2,13,0,1,0.005,0,1,0,none,0
aede41bc-5e7d-4bdf-a147-84bb63503dd0,130.19,14,0,1,0.057,0,0,0,none,0
d2ce6467-ad00-4b60-8fe9-29e342f1ea8a,27.04,13,0,1,0.275,0,0,0,none,0
e180b4dd-f42c-42c4-abfb-171b6609358a,381.47,20,0,1,0.007,0,0,0,none,0
df508c14-b23a-450b-8ae4-9ad98b5d6ecb,73.18,7,0,1,0.187,0,0,0,none,0
e50da77d-7905-4f5b-ac26-213670b3cefd,18.98,16,0,1,0.177,0,1,1,none,0
3555ec46-8f79-4eec-bfce-38e0ae47a608,256.51,18,0,1,0.165,0,1,0,none,0
2277dce3-2e95-4016-8aaf-31ebb98b189a,24.85,15,0,0,0.143,0,0,0,none,0
5cf5e76b-6d51-4b26-a3ec-771e61c9942b,83.47,20,0,0,0.011,0,0,0,none,0
84f79571-3b86-4d5b-b78b-c4ebcf121ce2,380.64,14,0,1,0.004,0,0,0,none,0
2e37128b-4fe7-4812-a940-f98cd5a0b3ed,198.25,18,0,0,0.19,0,0,1,none,0
616f0107-661f-4632-9703-44f84b694f7a,133.83,20,0,0,0.268,0,0,0,none,0
67282fc9-5680-45d8-ae9c-a761c9550cae,1162.07,0,2,9,0.88,1,0,0,stolen_card,1
6096a3d8-8399-431a-a58d-183d6f1ff19d,165.77,8,0,0,0.036,0,0,0,none,0
ecb0a89c-5d57-4178-9b91-651f02f674c7,3262.51,3,4,6,0.806,1,1,1,chargeback_fraud,1
65d00dee-6022-4422-8bea-91e83378b23d,4003.83,3,3,8,0.94,1,1,1,unusual_amount,1
74e16bd3-d635-43b5-83ab-555951aabffc,271.86,21,0,1,0.047,0,0,1,none,0
88c9485a-80c2-4394-b204-9ef28171947c,115.99,16,0,0,0.097,0,0,0,none,0
620faa5c-efbc-4be1-b98b-8497fb28c81e,219.25,10,0,0,0.035,0,0,0,none,0
a5bc5ca0-b3d1-4079-b1bb-207e9858dee7,87.61,22,0,1,0.045,0,0,1,none,0
a5be96a8-a054-4cea-a42d-9ae36a687db1,26.21,12,0,0,0.21,0,0,0,none,0
251466ca-9b25-4fff-9992-e35420326915,16.78,11,0,1,0.209,0,0,0,none,0
1c6f6b9b-4a87-46b8-bef7-af239c10ad6d,278.97,19,0,0,0.119,0,0,0,none,0
960dedf4-047c-4e19-8f33-057e833628f7,100.15,19,0,0,0.295,0,0,0,none,0
2d652f9b-4cea-42f9-82be-4ac14f9dd712,124.81,22,0,0,0.092,0,0,0,none,0
fb4778f8-8ec4-47f8-b9c8-8f653857b955,99.53,11,0,0,0.011,0,0,0,none,0
351a3d50-175a-44bc-b00e-e955d095ee3f,261.67,17,0,0,0.224,1,0,0,none,0
094e2a3a-8867-4820-a28e-de1c1a7a30f8,303.55,8,0,1,0.142,0,0,0,none,0
ebe917cf-ed93-4441-bbdf-3dc1d433fa66,191.46,14,0,1,0.1,0,0,0,none,0
2f18b058-3fbc-450b-a5bb-64db5a3a250e,75.82,16,0,1,0.092,0,0,0,none,0
3059da5b-ca9a-44e3-bd80-a5aa2f00b71d,29.07,8,0,0,0.122,0,0,1,none,0
94c8903e-1bf9-42dd-852a-dcc7fedb1938,23.53,20,0,0,0.223,0,0,0,none,0
74fbf774-5f95-4fb6-b8e5-9d512582aa96,45.06,8,0,0,0.125,0,1,0,none,0
c235e454-421c-44ff-ae42-bfddf412497d,345.17,22,0,0,0.064,0,0,0,none,0
21376942-fd45-489f-9f8b-2d99d0ce9414,378.32,19,0,0,0.201,1,0,0,none,0
3f21de2e-6412-4a54-8209-0a3b39e2d9eb,605.19,3,1,3,0.708,0,1,0,stolen_card,1
2f59f4bf-a0ce-4b17-8d81-0e7945e91761,310.61,20,0,1,0.138,0,0,0,none,0
b46b524d-b93e-41fc-a361-200cc2467d7c,3436.26,1,3,8,0.868,1,1,1,money_laundering,1
88537123-dea4-4040-b86f-74d2e3c241a8,20.61,11,0,1,0.242,1,0,0,none,0
6b5da35a-f50e-411f-9677-b0afacf8283a,385.2,10,0,0,0.174,0,0,0,none,0
acf0a438-8b2f-4410-9a9a-0fe3d4387532,46.97,21,0,0,0.076,0,0,1,none,0
efc1a748-8104-4e40-b5cb-a7a605f66fc9,267.77,16,0,0,0.063,1,0,0,none,0
1612ad30-ba29-40b2-90e9-589d3dadb047,107.37,15,0,0,0.184,0,0,0,none,0
c7712f22-fe6f-4ced-b476-7d4bb8ff4291,199.79,13,0,0,0.07,1,0,0,none,0
2ee8f8e9-e1cf-44d1-b849-702e0aad4138,313.9,8,0,0,0.015,1,0,0,none,0
ff1f7d3b-3ab2-45e2-ab4f-0ae77d0f74ee,154.61,17,0,1,0.211,0,0,0,none,0
9b69396b-d273-492f-a012-9ff8361b0293,116.01,16,0,1,0.115,0,0,0,none,0
d698b0aa-746c-46a4-84d6-baa1de1e3bee,140.32,11,0,1,0.12,0,0,0,none,0
b276ef63-1d30-479f-9e1b-810ac3d647e9,4162.98,4,3,7,0.858,0,1,1,chargeback_fraud,1
32ddb3f8-544f-4460-92ad-b3a9a3f10e70,302.03,7,0,1,0.112,1,1,0,none,0
06d1b8da-5109-4988-a710-e60797dc40e3,301.07,12,0,1,0.049,0,0,1,none,0
52bd2928-e1a3-419f-aa51-af32c9a526fd,3355.97,5,2,10,0.85,1,0,0,stolen_card,1
4936537f-0616-4148-8775-4d8b7f8eea51,356.38,21,0,0,0.219,0,1,0,none,0
00752039-e75b-4011-8b70-bcde59826e72,1809.46,0,4,4,0.818,1,1,1,stolen_card,1
c90bf5db-fa62-4850-9c04-97a9cf2ee9e4,83.79,12,0,1,0.079,0,0,0,none,0
e56d96b7-31b1-4181-a673-f26b0c0884fb,4438.79,0,4,7,0.716,1,1,1,stolen_card,1
6e06dc91-322d-411c-ba8f-672e40950d14,89.31,19,0,0,0.08,0,0,0,none,0
8dac4b0d-c2d7-48f0-b183-5f9f5a772e61,308.28,12,0,0,0.051,0,0,0,none,0
2f9bff97-149c-475d-82bc-92a8d96b6c10,311.43,7,0,0,0.256,0,0,0,none,0
c4a0605a-1af9-41ca-8283-efe9dd7b147f,184.95,21,0,0,0.164,0,0,0,none,0
2bc87bcd-43b0-41cb-8e5e-b6a207bb81cf,2663.79,23,3,9,0.945,1,1,1,stolen_card,1
77ddc0f6-259c-4513-9827-c9a0af1d0521,95.66,22,0,0,0.211,0,1,0,none,0
1d574732-8a2f-4632-b6ec-60d0c2bdc2bf,225.79,10,0,0,0.027,0,0,0,none,0
4b99b58d-077e-43dd-917c-1e1ee8772d81,372.48,12,0,1,0.169,0,0,0,none,0
8d586b15-a64b-4997-85ab-30b75466c73b,322.76,17,0,0,0.154,0,0,0,none,0
aad3e773-2578-40c1-b0d7-edba4f641e6b,177.79,22,0,0,0.132,0,0,1,none,0
a290d247-5820-4a05-bb8c-d98eec96c7fa,280.44,9,0,1,0.094,0,0,0,none,0
587164b1-40c6-4a22-8f71-49085db94e28,287.08,10,0,0,0.024,0,0,0,none,0
bd046204-7714-48b4-bb6f-f28cb081a716,36.22,9,0,1,0.065,1,1,0,none,0
bd2f0a60-d594-4abb-b12e-79d8413ba476,208.15,20,0,0,0.104,1,0,0,none,0
2030924f-8b46-49f7-8fcb-501db1355223,176.15,18,0,1,0.228,0,0,0,none,0
70cef70a-4403-478e-92e6-ee1b963760e9,733.77,5,5,3,0.745,1,1,0,stolen_card,1
560f3b7b-a0b0-48bb-8104-c9339813acba,115.8,11,0,1,0.189,0,1,0,none,0
13b9fc99-431b-41bf-84f2-b64b15f34ddc,350.87,10,0,1,0.24,0,0,0,none,0
877283b4-8b9f-4ff7-a114-763dc4550732,302.82,18,0,0,0.231,0,0,1,none,0
87d893d8-cb3d-4a37-b9bc-edfa2ce0ecd2,242.5,21,0,1,0.041,0,0,0,none,0
d6518eae-014f-47c3-8115-9228d5dc2f5e,67.5,8,0,0,0.031,0,0,0,none,0
99b7324d-44df-4206-a334-5119510996aa,267.86,16,0,1,0.144,0,0,0,none,0
f2490942-d892-4cb5-9c41-cd421283286f,394.44,15,0,0,0.208,0,0,0,none,0
