task_id,title,category,budget_aud,description_length,num_bids,poster_account_age_days,poster_avg_rating,poster_completed_tasks,payment_method_verified,is_rush,asks_contact_outside,suspicious_keyword_count,fraud_type,is_fraud
fd6b2fa2-23f8-472b-8172-6a593178090a,Need help moving furniture,Plumbing,135.64,252,6,180,4.3,69,1,0,0,1,none,0
9536ae1c-6b6b-4f33-ab64-bdcc9a8ebb64,Math tutoring,Plumbing,332.14,149,25,326,3.9,77,1,0,0,1,none,0
c0800ca1-38b6-4272-999c-1d2b3420a511,Need help moving furniture,Electrical,116.04,178,13,619,3.6,25,1,0,0,0,none,0
2d3f2125-63b6-4bbc-a9f8-4caa6e2a8a70,Electrical repair,Plumbing,254.84,257,5,489,3.6,48,0,0,0,1,none,0
141c963b-f306-442f-bd56-cb17bcf3e8a0,Website bug fix,Tutoring,404.59,148,24,516,4.2,32,1,0,0,0,none,0
2d7817fb-2f76-4361-a031-a7706b836761,Deliver package,Delivery,438.77,140,12,106,4.3,35,0,0,0,1,none,0
03ed5b26-ecf0-4f1c-a7ed-f9f481ae54d1,Data entry job send bank details,Tutoring,2219.02,40,0,1,2.3,2,0,0,0,3,unrealistic_pay,1
7db54944-3e22-4dfd-8be0-708f05547bdd,Event photography,Delivery,295.5,265,16,728,4.6,45,1,0,1,1,none,0
13a0d808-5be1-4b61-a9af-345434fc88f3,Event photography,Electrical,324.69,184,20,428,4.2,76,1,0,0,1,none,0
6e8f8438-6489-4253-a443-cc02a8f298f2,Home cleaning service,Delivery,396.3,192,13,552,4.0,20,1,0,0,0,none,0
5562b78f-e0ea-4d8c-a16b-bd609d581dae,Urgent wire transfer agent needed,Photography,3529.97,23,1,3,2.0,0,0,1,1,3,unrealistic_pay,1
997c9943-b35b-44d4-8ecb-1122a623aace,Deliver package,Design,257.55,260,24,602,4.2,75,0,0,0,0,none,0
de27200d-7deb-4b0c-80d6-1ca400e60fd2,Logo design,Electrical,152.1,267,17,406,3.5,19,1,0,0,0,none,0
3fa7b88d-bea6-4776-af9c-11a28079da9d,Garden trim needed,Electrical,369.89,172,21,488,3.9,67,1,0,0,0,none,0
f9efb5fa-b36b-4456-84b7-0be1c2671bd0,Urgent wire transfer agent needed,Design,1607.97,58,0,1,1.0,2,0,1,1,3,upfront_fee,1
82fca6ca-c1cd-4ff0-a0b7-5c43fe589c6f,Event photography,Cleaning,215.09,271,25,60,4.7,71,0,0,0,0,none,0
09fce698-faac-44d6-adea-4fdc44ce8551,Logo design,Design,294.52,214,3,533,4.9,77,1,0,0,1,none,0
f5761ec5-848e-4b90-a53f-2c5b65082fa9,Deliver package,Electrical,276.3,101,5,515,4.5,36,1,1,0,1,none,0
6aae9881-0f75-404f-807a-f3ab6527d5e4,Easy money click ads all day,Electrical,3980.57,68,1,2,0.2,2,1,1,1,2,upfront_fee,1
f5bac236-da4f-4a2f-8d89-9e2a36cd1078,Website bug fix,Design,438.9,233,13,217,4.2,5,1,0,0,0,none,0
2b104c7e-7e12-4598-b3d7-1704acc711e3,Math tutoring,Design,286.56,154,16,382,3.7,37,1,0,0,0,none,0
a028301c-1ec2-4d72-aef4-0c9763286dad,Mystery shopper upfront fee required,Plumbing,1248.52,59,0,6,2.4,1,0,1,1,3,upfront_fee,1
2c91b90d-1e07-4779-a514-23c23110185c,Logo design,Photography,73.59,220,19,35,4.1,53,0,0,0,0,none,0
b67155b9-0df3-44da-956e-8e71dbdbdedc,Math tutoring,IT Support,21.6,185,17,701,3.8,17,1,0,0,1,none,0
5ff3892b-7150-4184-a228-a4b93bf5f731,Deliver package,Cleaning,215.44,201,9,32,4.5,12,1,0,0,1,none,0
2c1e66c2-5c13-4d19-abf7-8002c551495b,Deliver package,Plumbing,347.29,187,13,275,4.9,56,1,1,0,1,none,0
a2981ba6-d548-4748-8e42-8d857ff371f4,Need help moving furniture,Delivery,90.05,282,20,306,3.6,70,1,0,1,1,none,0
2cb54f56-0882-488d-a7ed-33f7160cfa7b,EARN $500/DAY WORKING FROM HOME!!!,Electrical,730.21,55,1,5,1.4,0,0,1,1,1,upfront_fee,1
521e31e2-4191-4d1f-8314-5bce18a3de83,Garden trim needed,IT Support,122.27,288,23,612,4.1,44,0,0,0,0,none,0
17fc7daa-4a46-4248-9149-2463fb5b464d,EARN $500/DAY WORKING FROM HOME!!!,Photography,4890.2,41,2,7,2.2,2,0,0,0,4,unrealistic_pay,1
50660c1b-4b90-49b5-9f9a-10fb51ba0d1f,Need help moving furniture,Electrical,80.45,271,3,503,4.7,71,1,1,0,0,none,0
fb2e1238-9ca8-4daf-b444-cd208b9011ce,Logo design,Moving,109.11,106,11,353,4.8,40,1,0,0,0,none,0
6c9098fa-70b1-4e5a-9399-62a73fe94f80,EARN $500/DAY WORKING FROM HOME!!!,Delivery,3392.37,28,3,2,0.1,1,0,1,1,4,unrealistic_pay,1
9022f838-73d4-4e98-a4d8-e34fe0121f2c,Data entry job send bank details,Electrical,1088.95,61,2,7,0.8,0,1,1,1,1,fake_job,1
d2ff5aa8-fd14-49f6-9546-126f8c55cec2,Logo design,Gardening,431.72,137,9,428,4.0,36,1,0,0,1,none,0
816b9328-5725-42e3-a0e4-512fc83691ff,Need help moving furniture,Design,87.94,193,18,30,4.6,7,0,1,0,0,none,0
728454ab-aa9e-4a6c-8c5b-eae16e7b5645,Deliver package,Electrical,155.8,167,22,300,4.3,60,0,0,0,0,none,0
76cb2497-03c3-4543-abae-314af62cdaa7,Deliver package,Gardening,403.27,115,25,37,4.4,74,1,0,0,1,none,0
3a5886c6-f395-4bf1-a452-3949b517ada3,Event photography,Design,100.03,190,21,471,4.1,7,1,0,0,0,none,0
e85efe38-27b4-4f5d-b098-e2d3720dc9ae,Need help moving furniture,IT Support,98.2,145,15,652,3.8,23,1,0,0,1,none,0
8a53e6f4-5ba8-438d-817a-583f63ec6bc0,Website bug fix,Design,101.87,276,14,449,4.2,64,1,0,0,1,none,0
6ad64cea-321a-4f87-920e-d2e67ad03f20,Mystery shopper upfront fee required,Gardening,788.12,21,1,3,0.0,2,0,1,0,3,fake_job,1
462c5e8f-701b-4fc9-91bb-af6dd83224c3,Math tutoring,Delivery,255.7,105,16,105,4.2,14,1,0,0,1,none,0
c0ba8c2e-6aef-43ef-b48a-82c8406a4fbd,Electrical repair,Cleaning,336.99,108,20,386,4.9,48,0,0,0,0,none,0
0e327420-7641-47cb-bc34-98f8167beed6,Home cleaning service,IT Support,49.32,142,25,138,3.6,34,0,0,0,1,none,0
d2e00765-4f06-42a6-bc3b-8aaf1cb95b0b,EARN $500/DAY WORKING FROM HOME!!!,Electrical,3445.46,64,2,6,0.9,0,0,1,1,4,unrealistic_pay,1
5cb9f0b7-80d2-4da7-9eb3-ef8c246ff0fd,Event photography,Tutoring,82.96,175,25,429,4.9,51,1,0,0,0,none,0
b6ec5205-c64d-401a-9160-cd8a28e570fd,Event photography,Electrical,400.47,181,17,519,4.8,22,1,0,0,1,none,0
c606750a-2650-41f2-ab76-f5f84cb41f41,Fix leaking tap,Delivery,203.64,126,7,215,3.6,9,1,0,0,1,none,0
26d3cf7b-8a34-4ea1-9403-bc2907671c4c,Website bug fix,Design,387.84,253,5,689,4.0,53,1,0,0,1,none,0
56a8971d-7bbb-4e08-9957-a73a32e61374,Need help moving furniture,Gardening,244.71,198,9,529,3.7,31,1,0,0,1,none,0
d18629a6-c90c-4643-93dd-ffaae3d707e7,Event photography,Moving,189.21,250,22,662,3.9,50,1,0,0,0,none,0
27237f03-f00a-47c9-a760-18a46430bb0b,Logo design,Cleaning,267.47,238,8,138,3.6,12,1,0,0,1,none,0
1c2842dd-cab4-4388-928e-04d77c331c9a,Guaranteed income send $50 fee,Delivery,1619.25,51,0,5,2.3,2,1,1,1,1,upfront_fee,1
a101f469-2b07-4483-91fa-6ebe524dc5e8,Fix leaking tap,Moving,60.58,112,6,573,4.2,70,1,0,0,1,none,0
3db3c919-4b1c-49e9-a18b-18c962da6410,Home cleaning service,Photography,173.34,199,23,716,4.1,70,1,0,0,1,none,0
2c371e63-7385-423a-beeb-2a2aa5f2c30a,Website bug fix,Design,291.49,260,24,576,4.8,34,1,0,0,0,none,0
faec4683-6549-4938-bc2c-c578a3dac992,Garden trim needed,Design,152.14,109,7,181,4.3,8,1,0,0,1,none,0
6dda562c-a46e-4551-9db8-cec2aa61573d,Logo design,Moving,417.81,252,20,706,4.4,62,1,0,0,1,none,0
6279cf60-8522-4ee6-97ae-40d9a69a479a,Need help moving furniture,Tutoring,292.02,163,10,292,4.7,28,1,0,0,1,none,0
7dd5233c-0559-4805-8fe1-1a30286fe349,Re-ship luxury items earn $1000/week,Gardening,3901.6,38,2,4,1.6,0,0,1,0,1,upfront_fee,1
4ef53278-6d01-46a8-b06c-d3db0862cd6f,Need help moving furniture,Electrical,189.73,135,17,310,3.5,30,1,0,0,1,none,0
66f84fc2-2ef0-4c02-9787-9978c72f2bb6,Website bug fix,Tutoring,171.11,129,25,276,4.2,57,1,0,0,1,none,0
106e7d8d-362a-4a75-b2e7-4764f634df7d,Work from home unlimited earnings,Cleaning,1813.31,44,0,3,1.4,0,0,1,1,3,reshipping,1
fe1bb844-b9de-4092-91e8-3f8b28e79eda,Easy money click ads all day,Delivery,1252.43,37,3,4,1.2,0,0,0,0,4,upfront_fee,1
ef804261-a0ba-4f6d-83c9-2ee3fa73f7d9,Fix leaking tap,Gardening,122.61,191,13,207,3.5,45,1,0,0,1,none,0
9f98fb19-f363-434b-9878-e962f945a8b1,Urgent wire transfer agent needed,Cleaning,989.99,31,1,4,1.5,2,0,1,1,4,unrealistic_pay,1
fa53bcdc-7a32-48b6-828f-aded7fc53997,Electrical repair,Tutoring,333.73,151,21,393,4.8,78,1,0,0,0,none,0
886d26eb-6b2c-4a84-a3bd-764e0789b6f8,Math tutoring,Cleaning,137.78,137,23,133,3.9,11,1,0,0,1,none,0
4cab8c46-e6f6-4ada-9041-9bbbf6d50d82,Garden trim needed,Gardening,317.45,171,11,585,4.4,9,1,0,0,0,none,0
49d7f7e9-a6ff-4705-bbe9-b5c38ee200d4,Re-ship luxury items earn $1000/week,Delivery,3642.1,49,2,0,0.0,0,0,1,1,3,upfront_fee,1
71786c32-8fcf-4428-9b12-41e93a7fe19b,Math tutoring,Cleaning,94.85,253,10,666,4.5,59,1,0,0,1,none,0
45ce308f-6c61-434c-9f14-57e0b688911e,Need help moving furniture,IT Support,379.96,300,15,701,4.1,39,0,1,0,1,none,0
62564cf5-64ef-4c3a-98f3-e5f4844f84de,Mystery shopper upfront fee required,IT Support,699.74,47,0,3,0.9,0,0,0,0,1,unrealistic_pay,1
e932adaf-bfec-4802-9f52-fba3d94ab4fb,Urgent wire transfer agent needed,Photography,1511.64,29,2,2,0.2,0,0,1,0,3,reshipping,1
7910e372-2f06-425a-86a5-8d016c6e4cae,Guaranteed income send $50 fee,Electrical,4641.02,31,0,6,0.6,0,0,0,1,1,unrealistic_pay,1
25b6fa65-2f83-4ffd-86a5-672e7ad4e050,Need help moving furniture,Electrical,442.46,130,15,490,4.0,53,1,1,0,1,none,0
74c295cf-1560-44ac-8137-3f426b0c4c10,Electrical repair,Gardening,194.85,137,10,184,4.6,43,1,0,0,0,none,0
ae85e76f-b6d0-4724-9aad-41491298cfca,Need help moving furniture,Moving,265.62,212,16,710,4.2,43,1,1,0,1,none,0
f9b6140a-3b6b-4cc2-8ec6-caf633f0b9b3,Data entry job send bank details,Cleaning,2161.5,55,0,0,1.8,1,0,1,1,4,reshipping,1
701a94d5-2fa4-4f47-8a43-f53f09fd8329,Home cleaning service,Delivery,386.02,117,10,476,4.4,61,1,0,0,0,none,0
eedb1313-045e-4db7-b1a9-7de987677c7f,Garden trim needed,Delivery,64.3,228,11,576,4.7,54,0,1,0,0,none,0
0c92501a-8c49-478c-8ba2-d0b667260533,Home cleaning service,Moving,221.9,221,21,687,3.9,15,1,0,0,1,none,0
d85af60b-4ece-4990-b801-d36c07aafaaf,Data entry job send bank details,Electrical,4256.26,50,1,7,1.4,1,0,1,0,2,fake_job,1
ca608a0a-e40f-4522-a973-3e246f23a789,Deliver package,Tutoring,378.69,154,8,358,4.2,63,1,0,0,1,none,0
f229eb0e-6201-472b-8867-01cef6090590,Math tutoring,IT Support,233.11,253,3,79,4.7,30,0,0,0,0,none,0
0695ae15-2302-4891-bb40-2d794e92fc82,Website bug fix,IT Support,169.79,285,4,342,4.5,23,0,0,0,1,none,0
e066b8c2-38f6-40f9-93b0-6b7f6d081d2f,Home cleaning service,Electrical,451.2,175,13,88,4.4,6,1,0,0,0,none,0
b24607cd-2569-448f-ad18-a2a59aa108c9,Electrical repair,Delivery,177.71,151,17,77,3.7,11,0,0,0,1,none,0
a94edac5-c167-4e95-a934-26f59888240e,Need help moving furniture,Cleaning,87.33,243,17,435,4.0,74,1,0,0,1,none,0
413cbec2-810f-4ae7-8ba8-4f76f5b423bc,Fix leaking tap,Tutoring,26.91,184,21,571,3.9,38,0,0,0,0,none,0
379c8f8b-9975-4082-960d-d4fd6fe6b9d8,Fix leaking tap,Design,386.36,235,9,226,4.9,26,0,0,0,0,none,0
af301ab3-e063-4542-9bdb-4ff973f56219,Data entry job send bank details,Delivery,3441.81,74,0,1,1.0,1,0,1,1,2,fake_job,1
9589967e-6f48-4acd-944c-06993547fc86,Math tutoring,Cleaning,491.35,244,25,646,3.6,38,1,0,0,1,none,0
2c65b41f-096d-4024-b6b4-88bf2e873a07,Logo design,Electrical,379.55,161,22,510,3.6,44,1,0,0,1,none,0
2dca98ce-5c59-4821-90b9-e0e04c6e723f,Deliver package,Photography,298.35,293,4,135,4.1,37,0,0,0,0,none,0
717e9187-80d4-49fd-9aee-ba90ae75b43e,Fix leaking tap,Gardening,86.83,294,21,484,4.7,44,1,0,0,1,none,0
af4c160f-db2a-42ff-b46b-5a9ae6ba103e,Work from home unlimited earnings,Moving,1166.9,57,0,1,1.4,0,0,0,0,4,unrealistic_pay,1
dcf75157-d291-4154-b807-6792ac918179,Fix leaking tap,Moving,224.73,104,4,227,4.8,12,1,0,0,0,none,0
df898a83-28d7-400f-a83e-116ffdee73e9,Deliver package,IT Support,110.42,231,24,622,4.5,28,1,1,0,0,none,0
af6dd472-90ad-42db-939d-938c36f949de,Garden trim needed,Moving,109.05,103,11,691,4.5,27,1,1,0,0,none,0
355c7620-f932-4061-b849-04d20f3f2246,Fix leaking tap,Moving,64.34,278,20,81,3.9,72,0,0,0,1,none,0
ed91e2bb-062b-4942-bf75-32b68b6c9553,Fix leaking tap,Moving,115.66,286,18,181,4.8,50,0,1,0,0,none,0
cef0bcf0-1f5c-402c-8dca-825f6e010fc1,Event photography,Delivery,227.53,262,3,219,3.7,35,1,0,0,1,none,0
0fb58929-d135-419e-86ce-62140d51ea45,Fix leaking tap,IT Support,309.77,131,19,684,4.7,41,1,0,0,1,none,0
4ce7d7bb-70e6-4873-a3ff-2c9e0e137666,Math tutoring,Electrical,342.27,252,7,382,3.5,16,1,0,0,1,none,0
a6a1ab31-f83e-40a9-bf53-8ef1cec44fb2,Math tutoring,Moving,171.85,211,15,56,4.9,36,1,1,0,1,none,0
8aa31e56-a944-400c-8789-734a71628b51,Event photography,Moving,28.42,120,15,387,4.3,23,1,1,0,0,none,0
65b72b9c-f9d3-46a2-a548-01571749bda1,Data entry job send bank details,Gardening,4856.93,80,3,1,1.7,2,0,0,1,3,upfront_fee,1
e79ca8a9-5441-41d9-a24b-5c2ece1fe431,Logo design,Delivery,91.1,107,6,380,4.6,64,1,0,0,0,none,0
39feb0b5-9fa9-409f-b6ea-eff6a8f366f9,Logo design,Delivery,186.51,141,9,614,4.8,16,1,1,0,1,none,0
edab36a6-9c17-4dee-9cee-a1962ed4a200,Garden trim needed,Cleaning,208.87,214,22,373,4.0,51,0,0,0,0,none,0
0b792b4a-40e8-4a45-b579-87bdc5065c88,Logo design,Plumbing,382.29,143,13,46,3.7,79,1,0,0,1,none,0
9e6cda69-0ee2-42c1-8715-046f37aad570,Fix leaking tap,Cleaning,276.04,110,7,583,4.0,13,1,0,0,0,none,0
6c6a8055-4328-4297-bb2d-e2cc804259f8,Need help moving furniture,Tutoring,51.64,189,20,686,4.5,12,1,0,0,0,none,0
e7c364bb-9fed-4752-9d19-8cc9af18886d,Urgent wire transfer agent needed,Moving,4917.58,50,2,3,0.0,1,0,0,0,3,fake_job,1
8989ccf6-1c4e-45a6-a9af-db045fa2140c,Garden trim needed,IT Support,61.06,163,20,332,4.0,55,1,0,0,1,none,0
31108f08-111b-4058-bdbe-15de9bb3e9b7,Home cleaning service,Moving,448.24,109,13,64,4.9,34,1,0,0,1,none,0
db711962-21bd-4436-a801-14c35a215146,Logo design,IT Support,158.94,125,21,534,4.1,40,1,0,0,1,none,0
d39942db-a882-4c93-ae1c-43e7100c30b0,Need help moving furniture,Plumbing,279.41,111,22,270,4.0,14,1,1,0,0,none,0
7270a867-f441-4383-9ce0-b58ae370ab23,Event photography,Electrical,424.65,260,11,596,3.7,46,1,1,0,0,none,0
809fad7a-4763-4ce6-a512-d0438e818ca2,Home cleaning service,Tutoring,203.81,235,6,635,4.3,76,1,0,0,1,none,0
3db5ecc6-27f0-497e-873d-4c78442ea870,Guaranteed income send $50 fee,Electrical,4621.7,80,0,6,0.6,2,0,0,0,3,reshipping,1
abdcae38-2aee-4563-ac25-a9d31482a9e4,Deliver package,Cleaning,391.81,224,15,308,5.0,77,1,0,0,0,none,0
970b1b45-622a-4760-83b9-c4b68326d20e,Fix leaking tap,Moving,499.14,121,24,168,3.8,45,1,0,0,0,none,0
b71c37fc-68ab-4915-97e3-50fbf80ae663,Logo design,Photography,50.18,194,13,694,4.3,10,1,0,0,0,none,0
fcfb8e88-3b26-40dd-bd70-be206833ac33,Website bug fix,Tutoring,152.01,186,16,108,3.6,9,1,0,0,1,none,0
0578c436-4446-46c7-8a0f-975defe1098e,Guaranteed income send $50 fee,Design,1406.59,28,2,2,2.3,1,1,1,0,2,fake_job,1
e2cdd8f4-f92f-4a18-b09f-6a77899f03ca,Logo design,Gardening,472.88,248,21,211,4.7,70,1,1,0,0,none,0
30517882-f3e1-451a-a326-ea885af8ed7f,Logo design,Photography,390.0,199,13,687,4.1,10,1,0,0,0,none,0
d1c8c731-80fc-4766-9a42-ca175b6bcfc1,Electrical repair,Delivery,39.26,250,4,243,3.8,67,1,0,0,1,none,0
71ef236f-5c33-4d63-a36f-d518a1ef6905,Need help moving furniture,Delivery,129.85,216,6,175,3.9,59,0,0,0,1,none,0
625d1f19-200a-4c5a-8b8d-2bcb72280b9f,Work from home unlimited earnings,Electrical,2143.7,32,2,5,1.5,0,0,1,1,4,upfront_fee,1
7903fedd-9712-4c80-b871-77b65e5c0d0f,Home cleaning service,Tutoring,242.48,201,25,361,4.2,46,1,0,0,0,none,0
703fa2c5-2223-420d-a8a6-3f512af5a1b5,Need help moving furniture,Plumbing,157.2,242,22,318,4.5,47,1,1,0,0,none,0
75c6ae56-4bd3-460c-bf7e-335ab2f0693b,Electrical repair,Plumbing,71.45,129,24,458,4.9,27,1,0,0,0,none,0
0b31b92a-f359-4c31-bc8e-ae45d305da52,Deliver package,Tutoring,316.81,268,18,557,4.1,29,1,0,0,1,none,0
156037e8-27c1-4af0-a672-94b027232944,Deliver package,Tutoring,224.44,130,18,139,4.1,12,1,0,0,1,none,0
308c6128-49c3-4d13-8ee7-af81bf657ee9,Work from home unlimited earnings,IT Support,3407.76,70,1,7,1.0,0,0,1,1,1,unrealistic_pay,1
7d4f2eb5-5282-466e-aec0-e4760bbb66a6,Home cleaning service,Design,157.2,118,13,450,3.8,24,1,0,0,1,none,0
cf77c8e1-525b-48e5-a5b2-abe794bb698b,Home cleaning service,Electrical,337.33,230,12,709,4.1,78,1,0,0,0,none,0
fa8167d8-c2c3-42ab-8808-9793f6099045,Guaranteed income send $50 fee,Cleaning,727.43,51,3,4,1.3,0,0,0,0,4,unrealistic_pay,1
09a9cb6e-2a1b-4b37-a116-49bf4c2a8a16,Garden trim needed,Design,378.87,105,7,152,4.5,59,1,0,1,0,none,0
c96bf047-ec26-4f52-9248-8cbf984db9bf,Home cleaning service,IT Support,101.13,174,24,293,4.1,59,1,0,0,1,none,0
a771385e-97f7-402a-af3e-2ebf0a102e51,Urgent wire transfer agent needed,Gardening,3746.31,57,2,6,0.5,2,0,1,1,2,fake_job,1
dbf4fa4c-3cd7-49c4-baad-1e0178e0cba4,Garden trim needed,Photography,186.92,173,23,452,4.1,65,1,1,0,0,none,0
68455594-8747-4e2c-84a4-3e66573646d7,Fix leaking tap,Moving,86.82,289,22,606,3.5,68,1,0,1,1,none,0
aa42a2c8-1e8b-4a16-a2be-e72d1027b2d0,Logo design,Gardening,127.2,100,13,394,4.7,66,1,0,0,1,none,0
66ea1d22-44c0-4cba-b610-42f8008b24c4,Electrical repair,Moving,248.1,219,21,360,4.1,53,1,0,0,0,none,0
37aa0c60-b95c-4221-a220-31a86bbf4e69,Need help moving furniture,IT Support,356.7,151,25,126,4.3,47,1,0,0,0,none,0
4a623a70-03af-4ad3-bd3c-7ae6639e07a3,Fix leaking tap,Cleaning,239.32,278,15,172,3.5,20,0,0,0,0,none,0
a739bf1e-d195-46c9-a691-c6af504e651c,Math tutoring,IT Support,170.69,285,17,716,4.2,38,1,0,0,0,none,0
a5780c86-69b1-4221-81a0-11c50dda6975,Need help moving furniture,Plumbing,263.05,260,7,643,4.0,25,0,0,0,0,none,0
1944cd80-abae-4245-ab56-c902c0a411cc,Event photography,IT Support,193.25,113,23,671,3.8,37,1,1,1,0,none,0
bab7d2b0-b3ac-45d5-bf90-879d54bd6cbe,Math tutoring,Plumbing,336.92,100,4,287,3.7,41,1,0,0,0,none,0
fcdce6a1-66e1-412b-a8f8-78c9b5682035,Home cleaning service,Photography,472.25,256,16,237,3.9,56,1,0,0,1,none,0
bd7d4c1d-8a1a-4c76-82e8-8e72100dbdf2,Home cleaning service,Cleaning,141.74,211,8,712,3.5,68,1,0,0,1,none,0
5292b964-b625-45ae-8b2d-7ddb1b02ffed,Home cleaning service,Cleaning,314.95,183,8,57,4.6,43,1,0,0,1,none,0
1ffb541a-7944-4514-a2d5-eb0a78c9ad26,Website bug fix,Tutoring,103.26,169,16,122,4.2,59,1,0,0,0,none,0
c3481ab0-162b-4990-9288-420f0dcb0543,Need help moving furniture,Cleaning,215.22,190,13,255,4.2,9,1,0,0,1,none,0
42220029-7274-40dd-beef-ac5b62486800,Garden trim needed,Design,259.44,208,17,531,4.6,58,1,1,0,1,none,0
0430d08d-d570-4eec-a3e5-5887180ddcbb,Home cleaning service,Delivery,450.91,190,25,42,4.5,12,1,1,0,0,none,0
97ac0f0c-81aa-4f03-8295-176f1d84a286,Mystery shopper upfront fee required,Moving,2742.19,52,3,7,2.2,1,1,0,1,2,upfront_fee,1
de103a1c-3a64-4fbb-8510-b46b89ec778c,Mystery shopper upfront fee required,Moving,3701.28,73,1,6,1.2,2,0,1,1,1,fake_job,1
ea12475d-a13b-40d6-843c-11cfd80a8ecf,Garden trim needed,Tutoring,470.08,245,25,144,3.6,62,1,0,0,1,none,0
4b4fc5b4-108f-41b2-be8b-ab3ef103f794,Deliver package,Cleaning,63.57,291,11,623,4.0,25,0,0,0,0,none,0
3788a841-37aa-468b-b20d-407f06a724d4,EARN $500/DAY WORKING FROM HOME!!!,Photography,1857.34,61,0,0,2.5,1,0,1,0,4,fake_job,1
b253f8d3-05f3-4e43-8c86-2c4d02b10420,Guaranteed income send $50 fee,Gardening,1998.81,30,0,1,1.3,0,0,1,0,2,upfront_fee,1
ebe9841f-fbf6-4f1f-baec-64b4aa2c77e6,Website bug fix,Plumbing,41.99,186,14,512,4.6,73,1,0,0,0,none,0
88fc28dd-fd6d-47d9-8639-d8d83f748d6d,Logo design,Electrical,357.64,252,11,538,3.5,20,1,0,0,0,none,0
2d96656f-2728-4b64-8e94-abf78be7dab8,Website bug fix,Gardening,181.37,222,4,552,4.1,11,1,0,0,1,none,0
83069f9d-b0a2-45cc-9662-c72a4563feec,Deliver package,Moving,40.3,256,22,543,3.6,80,1,0,0,1,none,0
5b4c4012-1b1b-4a5f-8f1d-77488b8f3302,Garden trim needed,Moving,209.72,159,10,459,4.5,27,1,0,0,1,none,0
672799d5-2476-4e78-bf10-ed75d4e224d9,Need help moving furniture,Tutoring,191.13,281,20,526,4.2,19,1,0,0,0,none,0
add9cc9e-b609-479f-81d3-b6a92e0e56df,Home cleaning service,Gardening,144.49,204,17,671,4.9,18,0,0,0,1,none,0
38abd131-7621-4a11-8f0e-321f4ea538e0,Logo design,Moving,442.81,118,13,453,4.7,24,1,0,0,1,none,0
5c94fecb-c858-432e-abd6-8eea6cbb5541,Fix leaking tap,Photography,311.29,202,21,76,4.2,7,1,0,1,1,none,0
5a61d0bc-cc22-495c-acbc-0f6fe90ac67d,Data entry job send bank details,IT Support,4802.12,73,3,1,1.6,1,0,1,0,2,fake_job,1
4bd1e366-5028-4a6b-867f-c689375795ed,Website bug fix,Electrical,222.15,206,17,493,4.2,54,1,0,0,0,none,0
a4b3f7e7-4f6c-4317-a40b-dbd503cf12f7,Logo design,IT Support,194.86,103,14,338,4.6,71,1,0,0,1,none,0
cc5269a1-b593-4579-b006-573839c27619,Guaranteed income send $50 fee,Tutoring,2929.4,30,2,1,2.3,1,0,0,0,3,upfront_fee,1
b4f6ac61-74d0-4f6a-a790-f9aabb9824aa,Home cleaning service,Photography,220.71,102,12,150,4.2,42,1,0,0,1,none,0
02ebe10b-c319-4df1-946e-367f27efcd04,Need help moving furniture,Gardening,288.09,113,10,417,4.7,47,1,0,0,1,none,0
5853aa62-0ee7-4e87-8bf7-2b56ff6e3299,Event photography,Gardening,120.17,205,17,217,3.9,40,1,0,0,1,none,0
2fbb2c1e-f5d3-4650-a21d-7bb193883b4d,Event photography,Cleaning,495.21,221,7,437,4.5,63,1,0,1,1,none,0
498f28ae-744d-4e2d-ab0a-2631c44312fe,EARN $500/DAY WORKING FROM HOME!!!,Photography,4469.15,48,1,3,0.2,2,0,1,1,1,upfront_fee,1
578a7f7a-be27-49d9-8800-6a789409aac0,Home cleaning service,Delivery,174.49,288,6,446,4.8,23,1,1,0,0,none,0
97eaf3ba-4811-4fa7-ac11-05f9e09dabeb,EARN $500/DAY WORKING FROM HOME!!!,Delivery,1530.16,63,0,4,1.4,0,0,1,0,2,reshipping,1
bc26d818-edcd-411f-a7f6-73f8dc8b73ba,Deliver package,Delivery,62.58,249,10,619,3.9,59,1,0,0,0,none,0
600cf8f3-fdf2-421e-8f42-1d11acf80e8a,Event photography,Photography,272.02,236,14,582,3.8,72,1,0,0,0,none,0
7550710e-2bec-4bae-a6e5-7d8a35544ac3,Garden trim needed,Photography,426.4,280,17,717,3.8,11,1,0,0,1,none,0
5123b4ec-a87f-467b-881f-c42f0ccdbc05,Deliver package,Gardening,261.14,184,24,642,4.7,10,1,0,0,0,none,0
36764634-db3e-47c4-9d2a-db67af4b3602,Work from home unlimited earnings,Cleaning,4119.66,72,1,7,2.3,1,1,1,1,1,reshipping,1
ec67bfdc-5a26-4723-88f4-fcc140539794,Logo design,Cleaning,497.06,253,8,95,4.4,73,1,1,0,0,none,0
3677c304-6913-4afb-a15e-4ea6ab83cdda,Website bug fix,Design,431.11,145,8,60,4.8,57,0,0,0,0,none,0
5ef01457-95e4-4395-a846-5de0ba500107,Event photography,IT Support,231.27,258,13,62,4.2,10,0,0,0,0,none,0
7b9ca546-fe0d-485b-b03c-fbe6305b9de3,Logo design,Cleaning,480.0,204,9,76,4.8,43,1,0,0,1,none,0
8e7eab92-0105-4a2d-91b6-7cf7303db2db,Deliver package,Photography,278.03,166,11,370,4.3,27,1,0,0,0,none,0
