user_id,account_age_days,tasks_posted,tasks_completed,completion_rate,avg_rating,profile_completeness_pct,email_verified,phone_verified,id_verified,logins_last_7_days,distinct_device_count,ip_change_frequency,times_reported,fraud_type,is_fraud
e80d58e8-671e-4c56-a104-1ad03577e4c3,877,98,1,0.01,3.9,70,1,1,1,8,2,0.134,0,none,0
f73b347b-372e-4f58-abd4-ff6d8103b321,1,1,0,0.0,0.7,15,0,0,0,2,10,0.939,2,stolen_identity,1
50d4fdc5-40a0-4251-981f-e9b653987c1c,346,61,47,0.77,3.5,94,1,0,0,28,2,0.033,0,none,0
04dda9c1-90cd-4be3-ad89-3d8bf82148fa,712,28,2,0.071,4.5,86,1,1,1,24,2,0.035,0,none,0
ec37726c-d463-4f5f-8337-609940cfa11e,425,71,33,0.465,4.3,82,1,1,1,15,2,0.144,1,none,0
cce3ccec-fc6a-4b66-b1b7-41c814c523d8,766,57,5,0.088,4.4,85,1,1,1,16,2,0.009,1,none,0
dd0f9a37-90cb-4a7b-9846-154e2f0f0e9f,8,2,0,0.0,0.3,36,0,0,0,2,3,0.706,4,stolen_identity,1
e462c7d1-8927-459c-93e3-d2c15407d6bc,2,1,0,0.0,2.2,17,0,0,0,1,6,0.52,8,fake_profile,1
b574e37b-94c7-458f-a92d-b7bc2d488bb6,427,64,25,0.391,4.5,67,1,1,0,21,1,0.107,1,none,0
2aaf5184-7bd8-4161-a27e-28a606c2a56a,189,29,20,0.69,4.3,77,1,1,1,12,1,0.082,0,none,0
eaa93caf-5653-44d2-9261-6cfd47964c4f,148,61,61,1.0,3.7,67,1,0,1,20,1,0.081,1,none,0
14f8a350-8006-40c3-92f5-1e0b8d4b45b9,827,22,16,0.727,4.9,74,1,0,0,10,2,0.01,1,none,0
ff1f652e-636d-4dcd-9d7a-4f0b66ec99b4,0,3,2,0.667,1.3,26,0,0,0,1,6,0.714,6,bot_account,1
812afdd3-5b87-4ae7-b144-ddc0f530f6a0,514,95,48,0.505,4.8,97,1,0,1,8,2,0.128,1,none,0
74563ef7-62cf-4b2c-af89-61ddcb4dd6d2,190,100,46,0.46,4.8,74,1,1,1,14,2,0.053,1,none,0
28fc515c-f183-4065-88fb-e56ab7119a8e,289,100,45,0.45,3.7,80,1,1,0,23,2,0.026,0,none,0
7a44f91c-8619-48ae-86c2-d0b189c726ae,756,34,34,1.0,4.6,88,1,0,0,30,1,0.025,0,none,0
35dab02c-64b3-4e83-b5ce-9b30fe5a2068,92,60,29,0.483,4.0,96,1,1,1,6,1,0.14,1,none,0
958e56fc-d034-4064-8102-54c5b73974a2,149,95,87,0.916,4.9,87,1,1,0,17,1,0.045,1,none,0
01844f01-79c2-4407-ab2b-867e099a12b2,7,1,2,2.0,1.4,23,0,0,0,0,10,0.753,5,stolen_identity,1
c7f11089-f499-4e8f-9ab4-ce8af4483603,10,1,2,2.0,2.2,35,1,0,0,0,10,0.818,1,stolen_identity,1
0dfbc244-a801-4b2e-a1aa-754dc9f92328,682,99,56,0.566,4.4,72,1,1,0,30,1,0.039,0,none,0
b6917d87-83e3-4580-bbd6-444c86c7773d,961,71,31,0.437,4.0,87,1,1,1,3,1,0.069,1,none,0
fc2ac922-405c-436b-a53f-99925f504571,596,82,27,0.329,4.0,78,1,1,1,6,2,0.099,1,none,0
3b3ab7e0-cc51-4b00-8292-857d92dedfd4,388,70,33,0.471,3.6,78,1,1,1,17,1,0.013,0,none,0
7747a96f-31e8-4a44-b65e-72e99a2eb7e2,434,50,2,0.04,4.0,84,1,1,0,16,2,0.137,0,none,0
41e5248e-0010-436c-bbcb-4f1ca0e2638b,964,14,14,1.0,3.9,88,1,0,1,15,2,0.072,0,none,0
6e001c70-986c-4d09-a216-9112dcfac0a0,893,30,1,0.033,3.6,80,1,0,0,23,2,0.085,1,none,0
33d8377d-af6d-44c0-a53a-091bf25d9ca1,9,3,2,0.667,1.5,24,0,0,0,1,7,0.935,7,fake_profile,1
e741587f-5527-41da-aa62-6410c21cf58d,375,59,16,0.271,3.8,81,1,1,0,19,2,0.078,0,none,0
9f681ed5-02b9-474d-b0e4-f07a0b93dbf4,556,33,32,0.97,4.9,88,1,0,0,8,2,0.08,0,none,0
352bac43-7934-4522-8625-48db1acaa4e7,821,60,26,0.433,4.5,81,1,0,1,8,2,0.001,0,none,0
6ed592f1-225f-45d3-9570-70c46b0436b6,96,39,10,0.256,4.6,65,1,0,1,16,1,0.109,1,none,0
a74a6da1-f7ab-4bec-9e90-592991d7b43f,857,81,76,0.938,3.8,91,1,1,1,14,2,0.063,1,none,0
2681bf03-f04f-4aa9-8d27-70cfb1009309,680,77,2,0.026,3.6,97,1,1,0,10,1,0.033,1,none,0
9ceeb36d-b156-42e1-bbb5-a7fff4e7a667,256,72,66,0.917,4.8,74,1,1,1,7,1,0.022,0,none,0
f7ead87d-6a07-4377-9102-379136f74d4f,499,77,3,0.039,4.0,79,1,1,1,14,2,0.025,0,none,0
a69e595c-5059-4032-a9b2-6cf9b58f1fad,959,18,3,0.167,4.4,98,1,1,1,9,1,0.019,0,none,0
fa604e9b-8567-45a7-a3a2-1bc407fd8e04,378,98,10,0.102,4.1,97,1,0,1,29,2,0.051,0,none,0
ab4f0658-6903-4961-98d6-12100a01ee7f,716,46,2,0.043,3.6,69,1,1,0,10,2,0.045,0,none,0
889ca8cd-c72b-4c26-924d-b038314b1367,988,81,11,0.136,5.0,89,1,1,0,27,2,0.098,0,none,0
f41956a4-e3c5-466e-b4f1-d0844ad59abf,208,8,6,0.75,3.8,71,0,1,1,25,2,0.027,0,none,0
c7cdca32-8cab-4fe3-9fd8-6672a0fc0597,765,88,10,0.114,3.6,72,1,0,1,20,2,0.071,0,none,0
ad2410c2-45fb-4b0c-a413-0f2ca7b6a1c5,639,87,59,0.678,4.9,72,1,1,0,3,2,0.011,0,none,0
ea58c902-8f23-44a7-952b-411d78625f85,736,94,73,0.777,4.6,86,1,0,1,13,2,0.012,1,none,0
7d6e79aa-2a40-4f4e-bb9e-8d24fa6b0568,5,2,1,0.5,0.5,25,1,0,0,0,9,0.744,8,bot_account,1
c6b58039-ec4f-4ba8-82fd-e795d60a22e7,7,3,0,0.0,0.3,31,1,0,0,0,6,0.962,3,bot_account,1
41b52b90-dd26-4219-968b-f87d9bfa3696,682,45,44,0.978,4.8,96,1,1,1,18,2,0.15,0,none,0
33194ab5-388b-4cc6-b22b-a7d2535b6e92,631,66,39,0.591,4.2,83,1,1,1,19,2,0.053,0,none,0
fa4bf342-4e5e-4dfa-bc4e-e64078b73f8c,152,76,9,0.118,4.3,70,1,1,0,17,1,0.048,1,none,0
f940e60e-fb6a-4aff-b12e-faa91b196e31,428,27,8,0.296,3.5,70,1,1,1,10,1,0.032,0,none,0
14bcdd5b-26a3-4e1a-8914-974727c83129,423,2,1,0.5,4.6,92,1,1,0,25,2,0.043,1,none,0
30bf1539-64db-4fd0-9cba-2b96e2ec69a6,352,57,44,0.772,4.7,86,1,1,1,24,1,0.022,0,none,0
5c0ebaa9-bc28-4be3-a0b1-9bb3bcb0e6fa,647,87,8,0.092,3.5,86,1,1,0,18,1,0.09,0,none,0
f7d8801e-f99c-41ab-b544-a85843351e42,474,21,4,0.19,4.6,100,1,1,1,6,1,0.13,0,none,0
0db11556-aa13-4767-af88-52780a06cc90,260,49,35,0.714,3.9,74,1,1,1,12,1,0.094,1,none,0
d55448e7-43d2-4043-a4a5-d0357975ce2e,965,48,28,0.583,4.8,69,1,1,1,5,2,0.02,0,none,0
ff3b6425-5c1c-487e-b54b-798f0393fb17,569,94,72,0.766,4.1,67,1,1,1,7,1,0.141,0,none,0
b8ed1898-1a3b-4f8f-9538-6ad9eec72f3e,340,59,46,0.78,4.8,81,1,1,0,21,1,0.118,1,none,0
fab23a19-42b4-4a29-a06c-fcc6056ed09d,230,92,69,0.75,4.4,70,1,0,0,15,2,0.038,0,none,0
9846bbc3-b0d1-4903-9820-518eff6359ee,158,23,22,0.957,4.4,83,1,0,1,25,2,0.012,1,none,0
618ed2b7-2a8f-4690-9c7b-eebd295147b9,31,40,37,0.925,4.4,70,1,1,0,14,1,0.055,1,none,0
3217cc25-80a5-4b32-aaed-043c67935b03,121,30,24,0.8,5.0,95,1,0,1,12,2,0.104,0,none,0
917e3e96-5ebf-4798-b33b-dfb33eb1d2ae,764,19,1,0.053,4.1,100,1,0,1,18,1,0.042,1,none,0
791e8942-3735-4b3b-a471-392cf99963ee,687,65,32,0.492,3.9,84,1,1,1,27,1,0.027,0,none,0
358a322f-8e86-4825-81c2-3ed5d560c8ed,8,1,0,0.0,0.5,16,0,0,0,0,9,0.761,9,stolen_identity,1
ab29a8c7-a399-4074-b6a6-e725f23948af,868,97,2,0.021,3.9,82,0,1,0,24,2,0.081,0,none,0
bdf79612-b5ae-4672-a2c6-6a48308208ee,300,77,8,0.104,3.9,85,1,1,1,22,1,0.06,0,none,0
9ea9103f-59c4-4f9f-8d2c-1947e7eb2f94,625,84,11,0.131,4.8,97,1,1,1,28,1,0.136,0,none,0
43671c2f-3dbe-4f38-b6a1-02f48c011ccd,41,84,28,0.333,4.0,71,1,1,1,5,1,0.101,0,none,0
06fcccab-3607-4f7a-9ebb-cd98d8f6b539,6,0,2,2.0,1.8,31,0,0,0,0,7,0.799,2,bot_account,1
91fb5db9-5f38-4707-99a3-6df60c3ea29f,710,40,23,0.575,4.0,83,1,1,0,9,1,0.008,0,none,0
0762f852-0dbd-420c-813f-7b8e56bf7900,711,89,6,0.067,4.5,86,1,1,1,28,1,0.022,0,none,0
48171666-1f80-44d5-901f-1dbed20daded,502,76,45,0.592,3.6,79,1,1,0,14,2,0.003,0,none,0
4598049e-43e7-4f90-a358-06a905c8c2a7,784,30,1,0.033,3.7,97,1,1,1,19,2,0.026,0,none,0
c1b3a66d-b3bf-402e-8af4-0b86c607a54c,994,64,18,0.281,3.8,91,1,1,1,8,1,0.142,1,none,0
fff75d86-f532-4215-82af-c9e92068c084,753,16,11,0.688,4.0,66,0,1,0,4,1,0.076,0,none,0
25a4ce8a-e8d6-41a3-ba0d-cc571f16b9ab,356,16,12,0.75,4.9,100,1,1,1,28,2,0.074,0,none,0
7f571480-cf5c-43f2-aed6-2100c29c7684,822,69,28,0.406,5.0,76,1,1,1,7,1,0.046,0,none,0
c2d3cb49-9cef-494e-8937-597be6969861,582,73,51,0.699,5.0,89,1,0,1,26,2,0.068,1,none,0
172295d3-a67a-4081-ade0-bcd8633c5675,428,87,10,0.115,4.7,70,1,1,1,18,2,0.102,1,none,0
5755663e-f795-4f59-9147-887bbc111adf,810,96,36,0.375,4.0,91,1,1,1,7,1,0.022,1,none,0
7010246e-aaea-4e25-8a4e-4437357cffa3,826,65,59,0.908,4.6,86,1,1,1,28,1,0.029,0,none,0
3f0186c6-6c53-4801-8e8b-081e0968c178,594,53,46,0.868,3.7,94,1,0,0,12,1,0.084,1,none,0
5fcbef04-ec1f-43bd-b636-12e41bda017b,177,73,18,0.247,4.6,77,1,1,1,20,2,0.105,1,none,0
f5cacfb3-431e-4677-a8c3-61428a35cd27,43,60,36,0.6,4.3,97,1,1,1,22,1,0.059,0,none,0
67a9ddbd-9afc-4818-bb51-5f3a37d76403,367,11,4,0.364,4.8,69,1,1,0,25,2,0.064,0,none,0
18bb18fb-05b2-4216-8d09-92c8228a90e3,4,1,1,1.0,0.5,29,0,0,0,1,5,0.982,6,stolen_identity,1
49c635de-985d-4c66-8d7a-cc2028425b4b,226,46,27,0.587,4.9,89,1,1,1,23,2,0.079,1,none,0
9ef1e2f6-b98e-4ac2-a5f7-6e10f5021bb2,741,21,11,0.524,4.0,93,1,1,0,20,1,0.063,1,none,0
f4f46a48-34b0-4af6-9dd5-4dcb8f6d9e6a,4,0,0,0.0,2.2,12,0,0,0,1,4,0.824,10,stolen_identity,1
ff94df97-a519-4c13-96fd-c87b79e329c9,788,39,1,0.026,4.2,84,1,1,1,6,2,0.123,1,none,0
e08fc846-c3ae-47b9-95aa-b24b4e8aac50,649,95,9,0.095,4.7,84,1,1,0,25,1,0.1,0,none,0
d8144d3e-c8f0-4da9-b395-c5c92f4dcfdd,1,3,2,0.667,0.6,36,0,0,0,1,5,0.733,10,stolen_identity,1
e7306bbe-db84-4082-ac81-856b9835231d,67,33,26,0.788,4.8,72,1,0,1,14,2,0.1,1,none,0
e298e000-c3f9-4e85-b763-2eed831ff935,261,77,56,0.727,4.0,96,1,1,0,10,1,0.005,0,none,0
3187f3fa-b482-402b-8ea7-8b25887626b9,189,61,38,0.623,4.7,91,1,1,0,20,1,0.131,0,none,0
e69e7c5f-723c-4541-9365-73ff532c0169,197,57,47,0.825,4.9,93,1,1,1,21,1,0.021,0,none,0
1927c4a4-9f5a-4ae4-be30-f56bb84ca854,665,47,15,0.319,4.6,86,1,1,1,13,2,0.022,1,none,0
72dfa6f1-37f0-4d7d-a54e-3e2f642cf0d3,150,21,9,0.429,3.9,82,1,0,0,14,2,0.046,1,none,0
e0a26fdc-4217-4eec-acfc-130f76c6cf21,106,64,32,0.5,3.6,67,1,1,0,27,2,0.059,0,none,0
143e494e-b8ad-477c-a756-e06e55f02533,440,4,3,0.75,4.1,73,1,1,1,9,1,0.027,1,none,0
0fc23bcc-8f6b-4d9d-a0fa-14dee1c70b8d,558,89,50,0.562,4.2,83,1,1,0,9,1,0.146,0,none,0
69e7690a-a4fe-4e94-90d4-d161851e2044,962,15,4,0.267,4.1,82,1,1,0,12,1,0.145,0,none,0
d1f849e1-1329-4894-a37a-94010b3d9cf4,1,3,0,0.0,1.3,14,0,0,0,1,4,0.772,7,stolen_identity,1
ef788a05-5764-4d9c-9c27-12d5bd23dacf,802,79,3,0.038,3.7,85,1,1,1,25,1,0.04,0,none,0
50b4b11d-3ae3-4b4e-b12c-19557514c138,524,52,49,0.942,4.4,84,1,1,0,4,2,0.031,0,none,0
6717e9c0-a466-41fb-bba4-dfb9404d5adf,0,0,0,0.0,1.9,40,0,1,0,2,7,0.706,8,fake_profile,1
7dca27af-2204-4882-9fc2-7af9eddd95b7,10,3,2,0.667,0.8,30,1,0,0,1,5,0.51,2,fake_profile,1
25f5813e-9a65-44c9-b993-70b2067180e2,938,100,8,0.08,3.8,71,1,1,0,30,2,0.103,0,none,0
633b33f0-e445-4aeb-b1bc-cc0147d1d2c8,596,38,27,0.711,4.2,76,1,1,1,3,1,0.018,0,none,0
393099e9-d8c7-49f7-b5b1-de235988de93,510,12,12,1.0,4.9,99,1,1,0,7,1,0.045,1,none,0
bbf668d4-ddc2-46f7-92a8-233fdeca62de,793,65,23,0.354,3.5,90,1,1,1,22,2,0.137,0,none,0
47a5fce3-da61-41b3-b595-feb0eb568425,653,47,39,0.83,4.3,71,1,1,1,24,1,0.125,1,none,0
6f2e61a9-85a3-4e39-ab59-2ce88b3c6efc,844,35,14,0.4,4.4,92,1,1,1,28,2,0.096,0,none,0
56c14c70-28bb-499c-9c02-20e6e2fa2388,784,97,51,0.526,3.8,87,1,1,1,6,1,0.032,0,none,0
644cacb3-16c4-4b04-9ad3-5089a298d927,429,41,26,0.634,4.1,71,1,1,0,5,1,0.021,1,none,0
8794413f-b698-48ac-aa4f-b227b768d971,784,92,25,0.272,4.6,65,1,1,1,6,2,0.136,0,none,0
a02118d5-3860-4e9e-b534-54d6376bd3b9,352,92,70,0.761,4.9,97,1,1,1,10,2,0.005,0,none,0
d7930f82-b6d6-4640-b398-eaebd75e227d,816,76,63,0.829,3.9,100,1,1,0,8,1,0.061,1,none,0
d3ee8808-7dd7-4af6-beec-82192b9f11d1,641,63,11,0.175,4.6,68,1,1,0,14,1,0.032,1,none,0
2cf0f107-ca68-41b4-8218-31e96aa17782,866,33,11,0.333,4.0,84,1,0,1,25,2,0.044,1,none,0
69b8a7bc-c7d7-46b0-ab5a-655a78448538,50,59,40,0.678,3.9,98,0,0,0,13,1,0.015,0,none,0
77451e99-b0a1-4746-a9f0-fa3241ae76d5,550,11,1,0.091,4.6,97,1,1,0,6,1,0.096,1,none,0
5a9d1973-e082-4ea1-bc65-ac27f1090f82,887,82,16,0.195,4.4,99,1,0,0,28,2,0.12,0,none,0
7403bc34-f2c1-4093-9e28-1ee95a8de780,714,98,76,0.776,4.8,69,1,1,1,19,1,0.068,1,none,0
96b3e48a-1653-401a-8cc7-c473e45ad04d,839,14,9,0.643,4.8,95,1,1,1,16,1,0.148,1,none,0
b57ffebd-c2ea-49f2-ac7c-d421dc7ea14b,64,10,7,0.7,4.6,81,1,1,0,6,1,0.022,0,none,0
20670982-f638-4c5c-b705-4e316cba81c8,443,50,28,0.56,4.2,71,1,1,0,15,1,0.103,1,none,0
77a506fe-c0d6-481a-8e0a-a0b5a6320be5,401,10,2,0.2,4.6,83,1,0,1,12,1,0.112,0,none,0
a2251d32-b1eb-4c11-84af-86d0bb999602,443,7,2,0.286,4.0,85,1,1,1,24,2,0.09,1,none,0
f54a2ec4-244a-4c1d-a5f3-56f48006aaed,605,81,78,0.963,4.9,92,1,1,1,27,1,0.084,1,none,0
6b4b5a33-bb5c-4870-952c-4325aa7bfdf4,646,56,9,0.161,3.7,99,1,1,1,22,2,0.092,1,none,0
61fae4aa-6e3d-4df3-88f6-508f78695e95,949,92,32,0.348,5.0,74,1,1,0,29,1,0.01,1,none,0
1a085cce-c3a1-4284-8d0b-09f9d6e66ca0,7,1,2,2.0,2.1,22,0,0,0,2,9,0.713,2,fake_profile,1
5eb0a7cd-2c1e-4828-89c3-0d86836676de,623,18,2,0.111,4.9,94,1,1,1,4,1,0.103,0,none,0
fba1e084-68fb-4b9b-b8f2-441e8424d237,340,14,14,1.0,4.1,87,0,0,0,26,2,0.03,0,none,0
e2878f5e-0138-43d5-854b-4633a0c64f0d,838,45,2,0.044,4.8,100,1,1,1,22,2,0.078,0,none,0
7c066eaf-8a51-4194-b356-31adbe7168f5,716,85,77,0.906,4.7,70,1,1,0,14,1,0.048,1,none,0
2d2ba2e7-65cf-43b6-8c89-6188890c6f1d,768,22,8,0.364,4.6,72,1,1,1,11,1,0.123,0,none,0
31441c28-7f65-4a8c-99b2-0163a1ec914f,152,85,27,0.318,4.4,71,1,0,0,20,1,0.121,0,none,0
5293d0f3-6cd7-48bb-8dde-4f023af17bfa,463,60,48,0.8,3.7,76,1,0,1,5,1,0.025,1,none,0
43723bbd-c1a7-41c8-8b70-da95b363d54f,6,0,0,0.0,2.1,12,0,1,0,2,9,0.626,2,bot_account,1
1586b567-426b-4ef5-a557-1310a584cbab,0,3,1,0.333,1.7,15,0,0,0,2,6,0.621,5,fake_profile,1
c235ec14-f477-4e33-8e3e-dfbed61ad0cc,975,3,3,1.0,4.3,98,1,1,0,25,1,0.063,1,none,0
1c648ea6-47db-48e5-ad16-f849564aa1c3,246,2,1,0.5,4.6,93,1,1,1,26,1,0.003,1,none,0
843642df-4f03-4b28-adc5-60ad43e15a39,990,6,4,0.667,3.8,74,1,1,0,14,1,0.117,0,none,0
af964dff-07b9-4cf8-9d5b-e3d0f6cf7cd9,525,60,50,0.833,3.5,91,1,1,1,3,1,0.1,0,none,0
33646f38-6c9a-481b-b5f8-9f54323c88bf,649,86,85,0.988,3.9,75,1,0,1,22,2,0.104,0,none,0
c771bc38-43ca-4a19-b340-5e695620bf36,9,0,2,2.0,0.2,18,1,0,0,2,3,0.743,10,bot_account,1
4a6f959b-f9e3-4114-8712-96b5390dd381,2,0,2,2.0,2.4,36,1,1,0,2,9,0.716,6,fake_profile,1
1cb8ebed-840a-4e18-9d0d-5b9b98131c47,932,9,7,0.778,4.0,95,1,1,0,16,2,0.122,1,none,0
8b84f793-8334-40b9-b89b-5f3af9ca9123,927,11,8,0.727,4.0,73,1,1,1,12,1,0.105,1,none,0
27213be3-39a3-473a-a020-d19255a82cbb,203,26,22,0.846,4.8,73,1,1,1,18,1,0.137,0,none,0
f36df1de-0b63-4862-8b20-68355a9ace50,2,1,1,1.0,0.6,10,0,0,0,1,5,0.838,3,stolen_identity,1
ca6e689c-d9cc-4b25-9913-0753c9bfcda0,7,2,0,0.0,2.2,34,0,0,0,2,7,0.671,5,fake_profile,1
4ba00f16-bdcd-4186-881a-ff4a55bbea7d,288,52,10,0.192,3.9,94,1,1,0,7,1,0.064,1,none,0
b74d069e-d3c5-40b1-aac6-edbebd10a87a,373,21,15,0.714,4.8,91,1,1,0,22,1,0.053,0,none,0
d8dbf27d-7231-478f-9eb9-b1203ad7317d,33,95,29,0.305,4.8,85,1,1,1,28,2,0.146,1,none,0
fca90209-fd01-4587-8c43-68c30f7b5004,747,37,30,0.811,3.9,68,1,1,1,17,2,0.122,1,none,0
b6c936bc-da68-4fea-86fc-b0cbde0978d1,621,97,48,0.495,4.0,95,1,1,1,21,1,0.034,0,none,0
7b4a3b55-2075-491b-ad7d-2031a3b1b4ef,81,27,4,0.148,5.0,76,1,0,1,25,1,0.006,1,none,0
8906bad9-8cff-4587-9df8-09c3da5e4c21,344,35,18,0.514,3.8,68,1,1,1,30,2,0.089,0,none,0
ccf3de36-9fcf-4147-9393-0728792e3f88,9,3,2,0.667,0.6,26,1,0,0,1,9,0.567,10,stolen_identity,1
979467ab-8da0-4c91-a8e2-31245c6f2b9c,394,41,35,0.854,4.3,94,1,1,1,28,2,0.128,0,none,0
90095185-d86b-4249-9f3d-b0457b66d069,429,45,37,0.822,4.9,93,1,1,1,11,2,0.066,0,none,0
1bc981d0-08bf-493c-8e10-13dc58c40258,941,36,21,0.583,4.8,92,0,1,1,4,1,0.079,1,none,0
4d3f54aa-fdb8-4142-9735-01eedc6aec8a,2,0,0,0.0,0.8,34,0,0,0,0,3,0.803,8,stolen_identity,1
4fa6b7f7-cb59-4b6e-850e-8942b009d158,836,76,14,0.184,3.8,88,1,1,0,19,2,0.116,0,none,0
905b0a3d-c2e2-49a8-8c11-03c72844d0f0,8,2,1,0.5,1.7,23,1,1,0,0,7,0.561,6,stolen_identity,1
493257e2-e447-4f33-8d98-9cf39a2ac8c8,262,48,21,0.438,3.7,90,1,0,0,27,2,0.132,1,none,0
17d1105d-d592-489b-a8c3-e4f2db933bd1,4,3,1,0.333,1.3,29,0,0,0,0,10,0.869,6,bot_account,1
a68dbfb3-55b2-4ce5-9aa8-6f924863a441,10,3,0,0.0,1.0,10,0,0,0,2,4,0.662,1,stolen_identity,1
dff5b867-e73f-4b5c-94eb-8ab549c34869,108,23,17,0.739,3.8,70,1,0,1,28,1,0.055,1,none,0
9a81143e-b6ca-4b4b-b73f-016b9f63acea,788,5,4,0.8,4.2,100,1,0,1,21,2,0.083,1,none,0
1c27840e-e60f-43c8-a07e-24e82a7d9eb7,610,58,39,0.672,4.4,83,1,0,1,21,2,0.104,0,none,0
f3fe9f46-4c10-4d7c-98ad-09291e88647f,681,64,46,0.719,4.4,95,1,1,1,15,2,0.053,1,none,0
1898f033-c9c8-4ba0-b2de-edaf1357541f,6,2,0,0.0,1.8,19,1,0,0,2,7,0.865,2,bot_account,1
d3bd0b85-59d3-4508-ab5e-ca317e737e94,229,4,3,0.75,4.5,93,1,1,0,12,2,0.025,1,none,0
19956d00-d670-450f-8caf-181bf46a077a,6,3,1,0.333,2.3,12,1,0,0,2,10,0.735,1,stolen_identity,1
7a845785-6079-46bd-a85f-e08c1c95c4bc,737,43,40,0.93,4.7,81,1,1,0,10,1,0.126,1,none,0
2d8e46a1-d6a7-4ee0-a1dc-24b2b7931530,135,58,54,0.931,3.7,72,1,1,1,14,2,0.104,0,none,0
7316efa0-33cd-444c-83b2-a6fe0456047a,0,3,1,0.333,1.6,11,0,0,0,0,7,0.877,1,fake_profile,1
d7c31ee7-1957-46fd-9974-3337ec32d7f8,587,32,14,0.438,4.4,86,1,1,0,8,1,0.043,1,none,0
f8d1c4b1-26b4-4345-8c33-0e8b66bd159e,501,55,54,0.982,4.3,77,1,1,1,30,2,0.087,1,none,0
c8ddaa14-a02c-4688-8f3e-407a57d6717c,591,3,1,0.333,4.8,87,1,1,1,17,1,0.124,0,none,0
726e0f2f-20e4-4c99-b247-02b87093c2ec,550,7,3,0.429,4.1,71,1,1,1,14,2,0.026,1,none,0
1eaa1be8-9b8f-4de9-b321-60a707b303e7,6,1,1,1.0,0.4,39,0,0,0,0,6,0.928,7,stolen_identity,1
61fa6eeb-16dd-42c3-a3ad-108b7528d966,10,0,0,0.0,0.7,13,0,0,0,0,9,0.974,7,stolen_identity,1
4c52020c-129c-406c-8a1a-6961ec142f95,960,50,47,0.94,4.2,78,1,0,1,19,1,0.108,1,none,0
15c9bc9c-8989-4a00-bdc7-aedbb4863049,337,33,22,0.667,4.6,95,1,1,1,6,1,0.126,1,none,0
03e203c1-b1f9-4879-8100-e46e92118c7c,947,60,34,0.567,4.4,100,1,1,0,28,2,0.144,0,none,0
9fa863d4-88fc-42d3-b3b2-20b6ded7a378,814,2,2,1.0,3.7,78,1,0,1,25,2,0.055,1,none,0
e8a2c0b5-9ceb-4f97-b24f-0b17f30c6230,9,3,0,0.0,1.2,28,0,0,0,1,8,0.72,10,fake_profile,1
e81ceea3-3ea4-4254-a857-d4cf2e2a8aea,793,35,10,0.286,4.5,75,1,1,0,11,2,0.06,0,none,0
280b925b-06e7-4393-847f-b673c35ae23e,885,13,1,0.077,4.2,76,1,1,0,22,2,0.025,1,none,0
743d5cac-2bb0-41ed-8d4c-4051336840d1,5,2,1,0.5,0.3,40,0,0,0,2,5,0.815,1,stolen_identity,1
de31d017-7b0e-429b-a6a2-066856d807da,2,0,0,0.0,0.1,25,0,0,0,0,8,0.819,6,fake_profile,1
8cf966d4-0b51-42b8-9444-c87d58a4cee3,522,28,20,0.714,3.6,97,1,1,0,4,2,0.031,1,none,0
0c424728-971d-47d4-b26b-dec65d17b79e,2,1,2,2.0,2.0,23,0,0,0,2,5,0.732,3,stolen_identity,1
2cf5c636-fb8b-42a1-b09f-e01b31252409,685,85,10,0.118,3.8,85,1,1,1,6,2,0.127,1,none,0
f27291b6-c8d5-41b9-839d-df023eccaf59,208,42,41,0.976,4.2,99,1,0,0,22,2,0.118,1,none,0
30b43098-d77c-47af-94a4-acb93ff10106,429,37,11,0.297,3.6,73,1,1,1,14,1,0.148,0,none,0
efa5210f-01df-41d6-979f-1d7ce57b84ed,993,3,3,1.0,4.5,94,1,1,1,27,2,0.14,0,none,0
e381b6b1-7b79-4919-8aba-4089450eefc0,7,0,2,2.0,1.3,38,0,1,0,2,8,0.738,1,bot_account,1
dd7c10aa-9202-457f-9bc1-9b4971231aaa,0,1,0,0.0,2.1,40,1,0,0,2,7,0.829,4,bot_account,1
76d427f5-7af6-4d2d-9707-f4d88437b4af,851,68,31,0.456,4.4,68,1,1,1,17,2,0.073,0,none,0
057b10fb-4c16-4bc6-82cc-ea5043a81542,115,45,2,0.044,3.6,67,1,1,0,25,1,0.125,0,none,0
b8465304-69d0-4fc0-b939-dd449c84063b,408,40,4,0.1,4.2,96,1,1,0,26,1,0.071,0,none,0
1b60522b-c19e-4e24-85a0-bececbb08518,935,9,2,0.222,4.8,92,1,0,0,21,2,0.142,0,none,0
235790e6-603b-48ab-a74c-b66a60a97343,9,3,0,0.0,1.7,37,0,0,0,2,8,0.833,9,bot_account,1
ce9f0e7c-b41c-4c49-af1b-21eadd6caca6,6,2,0,0.0,0.1,22,0,0,0,2,10,0.578,5,stolen_identity,1
4863b396-615a-4fee-a909-fa8a2b557406,147,9,1,0.111,4.2,82,1,0,0,12,1,0.146,0,none,0
51c484d8-313f-45b5-9b7d-1588c59c37f2,4,3,1,0.333,2.3,32,0,0,0,1,10,0.754,9,bot_account,1
b19bb727-44be-4377-a746-0b1e0213aae1,704,32,27,0.844,4.9,90,1,1,1,19,1,0.031,0,none,0
32b6e7ac-630b-4d9f-bdcd-73bfb49feac5,607,90,18,0.2,4.9,93,1,1,0,5,2,0.047,0,none,0
